Generert fra Tidsserie;;
;;
;;
;;
;;
;;
;;
;"/ORMSETFOSS/Va
nnstand/MOH/TS
LU/OBS/OPER/T/BUAVATNET_TY1000_BE0102_A
[Meter]";"/ORMSETFOSS/Va
nnstand/MOH/TS
LU/OBS/OPER/T/ORMSETVATN_TY1000_BE0102_A
[Meter]"
31/01/2018 21;327.57;383.72
31/01/2018 22;327.57;383.72
31/01/2018 23;327.57;383.72
31/01/2018 24;327.59;383.72
01/02/2018 01;327.59;383.72
01/02/2018 02;327.59;383.72
01/02/2018 03;327.59;383.72
01/02/2018 04;327.59;383.72
01/02/2018 05;327.59;383.72
01/02/2018 06;327.59;383.72
01/02/2018 07;327.59;383.72
01/02/2018 08;327.59;383.72
01/02/2018 09;327.61;383.72
01/02/2018 10;327.61;383.72
01/02/2018 11;327.61;383.72
01/02/2018 12;327.61;383.72
01/02/2018 13;327.61;383.72
01/02/2018 14;327.62;383.72
01/02/2018 15;327.63;383.72
01/02/2018 16;327.63;383.72
01/02/2018 17;327.63;383.72
01/02/2018 18;327.63;383.72
01/02/2018 19;327.63;383.72
01/02/2018 20;327.64;383.72
01/02/2018 21;327.64;383.72
01/02/2018 22;327.64;383.72
01/02/2018 23;327.64;383.72
01/02/2018 24;327.64;383.72
02/02/2018 01;327.64;383.72
02/02/2018 02;327.64;383.72
02/02/2018 03;327.64;383.72
02/02/2018 04;327.66;383.72
02/02/2018 05;327.66;383.72
02/02/2018 06;327.66;383.72
02/02/2018 07;327.66;383.72
02/02/2018 08;327.66;383.72
02/02/2018 09;327.66;383.72
02/02/2018 10;327.66;383.65
02/02/2018 11;327.66;383.65
02/02/2018 12;327.66;383.65
02/02/2018 13;327.68;383.65
02/02/2018 14;327.68;383.65
02/02/2018 15;327.68;383.65
02/02/2018 16;327.68;383.65
02/02/2018 17;327.68;383.65
02/02/2018 18;327.68;383.65
02/02/2018 19;327.68;383.65
02/02/2018 20;327.68;383.65
02/02/2018 21;327.68;383.65
02/02/2018 22;327.70;383.65
02/02/2018 23;327.70;383.65
02/02/2018 24;327.70;383.65
03/02/2018 01;327.70;383.65
03/02/2018 02;327.70;383.65
03/02/2018 03;327.70;383.65
03/02/2018 04;327.70;383.65
03/02/2018 05;327.70;383.65
03/02/2018 06;327.70;383.65
03/02/2018 07;327.70;383.65
03/02/2018 08;327.72;383.65
03/02/2018 09;327.72;383.65
03/02/2018 10;327.72;383.65
03/02/2018 11;327.72;383.65
03/02/2018 12;327.72;383.65
03/02/2018 13;327.72;383.65
03/02/2018 14;327.72;383.65
03/02/2018 15;327.72;383.65
03/02/2018 16;327.72;383.65
03/02/2018 17;327.74;383.65
03/02/2018 18;327.74;383.65
03/02/2018 19;327.74;383.65
03/02/2018 20;327.74;383.65
03/02/2018 21;327.74;383.65
03/02/2018 22;327.75;383.45
03/02/2018 23;327.75;383.45
03/02/2018 24;327.75;383.45
04/02/2018 01;327.75;383.45
04/02/2018 02;327.75;383.45
04/02/2018 03;327.75;383.45
04/02/2018 04;327.75;383.45
04/02/2018 05;327.75;383.45
04/02/2018 06;327.75;383.45
04/02/2018 07;327.75;383.45
04/02/2018 08;327.75;383.45
04/02/2018 09;327.77;383.45
04/02/2018 10;327.77;383.45
04/02/2018 11;327.77;383.45
04/02/2018 12;327.77;383.45
04/02/2018 13;327.77;383.45
04/02/2018 14;327.77;383.45
04/02/2018 15;327.77;383.45
04/02/2018 16;327.77;383.45
04/02/2018 17;327.77;383.31
04/02/2018 18;327.77;383.31
04/02/2018 19;327.79;383.31
04/02/2018 20;327.79;383.31
04/02/2018 21;327.79;383.31
04/02/2018 22;327.79;383.31
04/02/2018 23;327.79;383.31
04/02/2018 24;327.79;383.31
05/02/2018 01;327.79;383.31
05/02/2018 02;327.79;383.31
05/02/2018 03;327.79;383.31
05/02/2018 04;327.81;383.31
05/02/2018 05;327.81;383.31
05/02/2018 06;327.81;383.31
05/02/2018 07;327.81;383.31
05/02/2018 08;327.81;383.31
05/02/2018 09;327.81;383.20
05/02/2018 10;327.82;383.10
05/02/2018 11;327.82;383.10
05/02/2018 12;327.82;383.10
05/02/2018 13;327.83;383.10
05/02/2018 14;327.83;383.10
05/02/2018 15;327.83;383.10
05/02/2018 16;327.83;383.10
05/02/2018 17;327.83;383.10
05/02/2018 18;327.83;383.10
05/02/2018 19;327.83;383.10
05/02/2018 20;327.83;383.10
05/02/2018 21;327.83;383.10
05/02/2018 22;327.83;383.10
05/02/2018 23;327.85;383.10
05/02/2018 24;327.85;383.10
06/02/2018 01;327.85;383.10
06/02/2018 02;327.85;383.10
06/02/2018 03;327.85;383.10
06/02/2018 04;327.86;383.10
06/02/2018 05;327.86;383.10
06/02/2018 06;327.86;383.10
06/02/2018 07;327.86;383.10
06/02/2018 08;327.86;383.10
06/02/2018 09;327.86;383.10
06/02/2018 10;327.86;383.10
06/02/2018 11;327.87;383.10
06/02/2018 12;327.87;383.10
06/02/2018 13;327.87;382.99
06/02/2018 14;327.87;382.87
06/02/2018 15;327.88;382.87
06/02/2018 16;327.88;382.87
06/02/2018 17;327.88;382.87
06/02/2018 18;327.88;382.87
06/02/2018 19;327.88;382.87
06/02/2018 20;327.88;382.87
06/02/2018 21;327.88;382.87
06/02/2018 22;327.88;382.87
06/02/2018 23;327.88;382.87
06/02/2018 24;327.90;382.87
07/02/2018 01;327.90;382.87
07/02/2018 02;327.90;382.87
07/02/2018 03;327.90;382.87
07/02/2018 04;327.90;382.87
07/02/2018 05;327.90;382.87
07/02/2018 06;327.90;382.87
07/02/2018 07;327.90;382.87
07/02/2018 08;327.90;382.87
07/02/2018 09;327.90;382.75
07/02/2018 10;327.92;382.63
07/02/2018 11;327.92;382.63
07/02/2018 12;327.92;382.63
07/02/2018 13;327.92;382.63
07/02/2018 14;327.92;382.63
07/02/2018 15;327.92;382.63
07/02/2018 16;327.92;382.63
07/02/2018 17;327.94;382.63
07/02/2018 18;327.93;382.63
07/02/2018 19;327.94;382.63
07/02/2018 20;327.94;382.63
07/02/2018 21;327.94;382.63
07/02/2018 22;327.94;382.63
07/02/2018 23;327.95;382.63
07/02/2018 24;327.95;382.63
08/02/2018 01;327.95;382.63
08/02/2018 02;327.95;382.63
08/02/2018 03;327.95;382.63
08/02/2018 04;327.95;382.63
08/02/2018 05;327.95;382.63
08/02/2018 06;327.95;382.63
08/02/2018 07;327.95;382.63
08/02/2018 08;327.95;382.63
08/02/2018 09;327.97;382.52
08/02/2018 10;327.97;382.42
08/02/2018 11;327.97;382.42
08/02/2018 12;327.97;382.42
08/02/2018 13;327.97;382.42
08/02/2018 14;327.97;382.42
08/02/2018 15;327.97;382.42
08/02/2018 16;327.97;382.42
08/02/2018 17;327.97;382.42
08/02/2018 18;327.97;382.42
08/02/2018 19;327.99;382.42
08/02/2018 20;327.99;382.42
08/02/2018 21;327.99;382.42
08/02/2018 22;327.99;382.42
08/02/2018 23;327.99;382.42
08/02/2018 24;327.99;382.42
09/02/2018 01;327.99;382.42
09/02/2018 02;327.99;382.42
09/02/2018 03;327.99;382.42
09/02/2018 04;327.99;382.42
09/02/2018 05;327.99;382.42
09/02/2018 06;328.01;382.42
09/02/2018 07;328.01;382.42
09/02/2018 08;328.01;382.42
09/02/2018 09;328.01;382.33
09/02/2018 10;328.01;382.33
09/02/2018 11;328.01;382.33
09/02/2018 12;328.01;382.33
09/02/2018 13;328.01;382.33
09/02/2018 14;328.02;382.33
09/02/2018 15;328.02;382.33
09/02/2018 16;328.03;382.33
09/02/2018 17;328.03;382.33
09/02/2018 18;328.03;382.33
09/02/2018 19;328.03;382.33
09/02/2018 20;328.03;382.33
09/02/2018 21;328.03;382.33
09/02/2018 22;328.03;382.33
09/02/2018 23;328.03;382.33
09/02/2018 24;328.03;382.33
10/02/2018 01;328.03;382.33
10/02/2018 02;328.03;382.33
10/02/2018 03;328.05;382.33
10/02/2018 04;328.05;382.33
10/02/2018 05;328.05;382.33
10/02/2018 06;328.05;382.33
10/02/2018 07;328.05;382.33
10/02/2018 08;328.05;382.33
10/02/2018 09;328.06;382.33
10/02/2018 10;328.06;382.33
10/02/2018 11;328.06;382.33
10/02/2018 12;328.06;382.33
10/02/2018 13;328.06;382.25
10/02/2018 14;328.06;382.25
10/02/2018 15;328.06;382.25
10/02/2018 16;328.06;382.25
10/02/2018 17;328.06;382.25
10/02/2018 18;328.06;382.25
10/02/2018 19;328.08;382.25
10/02/2018 20;328.08;382.25
10/02/2018 21;328.08;382.25
10/02/2018 22;328.08;382.25
10/02/2018 23;328.08;382.25
10/02/2018 24;328.08;382.25
11/02/2018 01;328.08;382.25
11/02/2018 02;328.08;382.25
11/02/2018 03;328.08;382.25
11/02/2018 04;328.08;382.25
11/02/2018 05;328.08;382.25
11/02/2018 06;328.08;382.25
11/02/2018 07;328.10;382.25
11/02/2018 08;328.10;382.25
11/02/2018 09;328.10;382.25
11/02/2018 10;328.10;382.25
11/02/2018 11;328.10;382.25
11/02/2018 12;328.10;382.25
11/02/2018 13;328.10;382.25
11/02/2018 14;328.10;382.25
11/02/2018 15;328.10;382.25
11/02/2018 16;328.10;382.25
11/02/2018 17;328.10;382.25
11/02/2018 18;328.10;382.25
11/02/2018 19;328.12;382.25
11/02/2018 20;328.12;382.25
11/02/2018 21;328.12;382.25
11/02/2018 22;328.12;382.25
11/02/2018 23;328.12;382.25
11/02/2018 24;328.12;382.25
12/02/2018 01;328.12;382.25
12/02/2018 02;328.12;382.25
12/02/2018 03;328.12;382.25
12/02/2018 04;328.12;382.25
12/02/2018 05;328.12;382.25
12/02/2018 06;328.12;382.25
12/02/2018 07;328.12;382.13
12/02/2018 08;328.14;382.13
12/02/2018 09;328.14;382.13
12/02/2018 10;328.14;382.13
12/02/2018 11;328.14;382.13
12/02/2018 12;328.14;382.13
12/02/2018 13;328.15;382.13
12/02/2018 14;328.15;382.13
12/02/2018 15;328.15;382.13
12/02/2018 16;328.15;382.13
12/02/2018 17;328.15;382.13
12/02/2018 18;328.15;382.13
12/02/2018 19;328.15;382.13
12/02/2018 20;328.15;382.13
12/02/2018 21;328.15;382.13
12/02/2018 22;328.15;382.13
12/02/2018 23;328.15;382.13
12/02/2018 24;328.15;382.13
13/02/2018 01;328.15;382.13
13/02/2018 02;328.15;382.13
13/02/2018 03;328.17;382.13
13/02/2018 04;328.17;382.13
13/02/2018 05;328.17;382.13
13/02/2018 06;328.17;382.13
13/02/2018 07;328.17;382.13
13/02/2018 08;328.17;382.13
13/02/2018 09;328.17;382.13
13/02/2018 10;328.17;382.13
13/02/2018 11;328.17;382.13
13/02/2018 12;328.17;382.13
13/02/2018 13;328.17;382.13
13/02/2018 14;328.19;382.13
13/02/2018 15;328.19;382.13
13/02/2018 16;328.19;382.13
13/02/2018 17;328.19;382.13
13/02/2018 18;328.19;382.13
13/02/2018 19;328.19;382.13
13/02/2018 20;328.19;382.11
13/02/2018 21;328.19;382.11
13/02/2018 22;328.19;382.11
13/02/2018 23;328.19;382.11
13/02/2018 24;328.19;382.11
14/02/2018 01;328.19;382.11
14/02/2018 02;328.21;382.11
14/02/2018 03;328.21;382.11
14/02/2018 04;328.21;382.11
14/02/2018 05;328.21;382.11
14/02/2018 06;328.21;382.11
14/02/2018 07;328.21;382.11
14/02/2018 08;328.21;382.11
14/02/2018 09;328.21;381.98
14/02/2018 10;328.21;381.98
14/02/2018 11;328.21;381.98
14/02/2018 12;328.21;381.98
14/02/2018 13;328.21;381.98
14/02/2018 14;328.23;381.98
14/02/2018 15;328.23;381.98
14/02/2018 16;328.23;381.98
14/02/2018 17;328.23;381.98
14/02/2018 18;328.23;381.98
14/02/2018 19;328.23;381.98
14/02/2018 20;328.23;381.98
14/02/2018 21;328.23;381.98
14/02/2018 22;328.23;381.98
14/02/2018 23;328.25;381.98
14/02/2018 24;328.25;381.98
15/02/2018 01;328.25;381.98
15/02/2018 02;328.24;381.98
15/02/2018 03;328.25;381.98
15/02/2018 04;328.24;381.98
15/02/2018 05;328.25;381.98
15/02/2018 06;328.25;381.98
15/02/2018 07;328.25;381.98
15/02/2018 08;328.25;381.98
15/02/2018 09;328.25;381.98
15/02/2018 10;328.25;381.98
15/02/2018 11;328.25;381.98
15/02/2018 12;328.26;381.98
15/02/2018 13;328.26;381.98
15/02/2018 14;328.26;381.98
15/02/2018 15;328.26;381.98
15/02/2018 16;328.26;381.95
15/02/2018 17;328.26;381.95
15/02/2018 18;328.26;381.95
15/02/2018 19;328.26;381.95
15/02/2018 20;328.26;381.95
15/02/2018 21;328.26;381.95
15/02/2018 22;328.26;381.95
15/02/2018 23;328.26;381.95
15/02/2018 24;328.26;381.95
16/02/2018 01;328.26;381.95
16/02/2018 02;328.26;381.95
16/02/2018 03;328.26;381.95
16/02/2018 04;328.28;381.95
16/02/2018 05;328.28;381.95
16/02/2018 06;328.28;381.95
16/02/2018 07;328.28;381.95
16/02/2018 08;328.28;381.95
16/02/2018 09;328.28;381.95
16/02/2018 10;328.28;381.95
16/02/2018 11;328.28;381.95
16/02/2018 12;328.29;381.95
16/02/2018 13;328.29;381.95
16/02/2018 14;328.29;381.95
16/02/2018 15;328.29;381.95
16/02/2018 16;328.29;381.95
16/02/2018 17;328.29;381.95
16/02/2018 18;328.29;381.95
16/02/2018 19;328.29;381.95
16/02/2018 20;328.29;381.95
16/02/2018 21;328.30;381.95
16/02/2018 22;328.30;381.95
16/02/2018 23;328.30;381.95
16/02/2018 24;328.30;381.95
17/02/2018 01;328.30;381.95
17/02/2018 02;328.30;381.95
17/02/2018 03;328.30;381.95
17/02/2018 04;328.30;381.95
17/02/2018 05;328.30;381.95
17/02/2018 06;328.30;381.95
17/02/2018 07;328.32;381.95
17/02/2018 08;328.32;381.95
17/02/2018 09;328.32;381.95
17/02/2018 10;328.32;381.95
17/02/2018 11;328.32;381.95
17/02/2018 12;328.32;381.95
17/02/2018 13;328.32;381.95
17/02/2018 14;328.32;381.95
17/02/2018 15;328.32;381.95
17/02/2018 16;328.32;381.95
17/02/2018 17;328.32;381.95
17/02/2018 18;328.32;381.95
17/02/2018 19;328.32;381.95
17/02/2018 20;328.32;381.95
17/02/2018 21;328.34;381.95
17/02/2018 22;328.34;381.95
17/02/2018 23;328.34;381.95
17/02/2018 24;328.34;381.95
18/02/2018 01;328.34;381.95
18/02/2018 02;328.34;381.95
18/02/2018 03;328.34;381.95
18/02/2018 04;328.34;381.95
18/02/2018 05;328.34;381.95
18/02/2018 06;328.34;381.95
18/02/2018 07;328.28;381.95
18/02/2018 08;328.26;381.95
18/02/2018 09;328.25;381.95
18/02/2018 10;328.25;381.95
18/02/2018 11;328.25;381.95
18/02/2018 12;328.25;381.95
18/02/2018 13;328.26;381.95
18/02/2018 14;328.26;381.95
18/02/2018 15;328.26;381.95
18/02/2018 16;328.26;381.95
18/02/2018 17;328.26;381.95
18/02/2018 18;328.26;381.94
18/02/2018 19;328.26;381.94
18/02/2018 20;328.26;381.94
18/02/2018 21;328.26;381.94
18/02/2018 22;328.26;381.94
18/02/2018 23;328.26;381.94
18/02/2018 24;328.26;381.93
19/02/2018 01;328.26;381.93
19/02/2018 02;328.28;381.93
19/02/2018 03;328.28;381.93
19/02/2018 04;328.28;381.93
19/02/2018 05;328.28;381.93
19/02/2018 06;328.28;381.92
19/02/2018 07;328.28;381.92
19/02/2018 08;328.28;381.92
19/02/2018 09;328.29;381.92
19/02/2018 10;328.29;381.92
19/02/2018 11;328.29;381.92
19/02/2018 12;328.29;381.92
19/02/2018 13;328.29;381.92
19/02/2018 14;328.29;381.92
19/02/2018 15;328.29;381.81
19/02/2018 16;328.30;381.70
19/02/2018 17;328.30;381.70
19/02/2018 18;328.30;381.70
19/02/2018 19;328.30;381.70
19/02/2018 20;328.30;381.70
19/02/2018 21;328.30;381.70
19/02/2018 22;328.30;381.70
19/02/2018 23;328.30;381.70
19/02/2018 24;328.30;381.70
20/02/2018 01;328.30;381.70
20/02/2018 02;328.30;381.70
20/02/2018 03;328.30;381.70
20/02/2018 04;328.30;381.70
20/02/2018 05;328.32;381.70
20/02/2018 06;328.32;381.70
20/02/2018 07;328.32;381.70
20/02/2018 08;328.32;381.70
20/02/2018 09;328.32;381.70
20/02/2018 10;328.32;381.70
20/02/2018 11;328.32;381.58
20/02/2018 12;328.32;381.46
20/02/2018 13;328.32;381.46
20/02/2018 14;328.32;381.46
20/02/2018 15;328.33;381.46
20/02/2018 16;328.33;381.46
20/02/2018 17;328.33;381.46
20/02/2018 18;328.33;381.46
20/02/2018 19;328.34;381.46
20/02/2018 20;328.34;381.46
20/02/2018 21;328.34;381.46
20/02/2018 22;328.34;381.46
20/02/2018 23;328.34;381.46
20/02/2018 24;328.34;381.46
21/02/2018 01;328.34;381.46
21/02/2018 02;328.34;381.46
21/02/2018 03;328.34;381.46
21/02/2018 04;328.34;381.46
21/02/2018 05;328.34;381.46
21/02/2018 06;328.34;381.46
21/02/2018 07;328.34;381.46
21/02/2018 08;328.36;381.46
21/02/2018 09;328.36;381.33
21/02/2018 10;328.36;381.21
21/02/2018 11;328.37;381.21
21/02/2018 12;328.37;381.21
21/02/2018 13;328.37;381.21
21/02/2018 14;328.37;381.21
21/02/2018 15;328.37;381.21
21/02/2018 16;328.37;381.21
21/02/2018 17;328.37;381.21
21/02/2018 18;328.39;381.21
21/02/2018 19;328.39;381.21
21/02/2018 20;328.39;381.21
21/02/2018 21;328.39;381.21
21/02/2018 22;328.39;381.21
21/02/2018 23;328.39;381.21
21/02/2018 24;328.39;381.21
22/02/2018 01;328.39;381.21
22/02/2018 02;328.39;381.21
22/02/2018 03;328.39;381.21
22/02/2018 04;328.41;381.21
22/02/2018 05;328.41;381.21
22/02/2018 06;328.41;381.21
22/02/2018 07;328.41;381.21
22/02/2018 08;328.41;381.21
22/02/2018 09;328.41;381.21
22/02/2018 10;328.41;381.21
22/02/2018 11;328.41;381.21
22/02/2018 12;328.42;381.08
22/02/2018 13;328.43;380.96
22/02/2018 14;328.43;380.96
22/02/2018 15;328.43;380.96
22/02/2018 16;328.43;380.96
22/02/2018 17;328.43;380.96
22/02/2018 18;328.43;380.96
22/02/2018 19;328.43;380.96
22/02/2018 20;328.43;380.96
22/02/2018 21;328.43;380.96
22/02/2018 22;328.43;380.96
22/02/2018 23;328.45;380.96
22/02/2018 24;328.45;380.96
23/02/2018 01;328.45;380.96
23/02/2018 02;328.45;380.96
23/02/2018 03;328.45;380.96
23/02/2018 04;328.45;380.96
23/02/2018 05;328.46;380.96
23/02/2018 06;328.46;380.96
23/02/2018 07;328.46;380.96
23/02/2018 08;328.46;380.96
23/02/2018 09;328.46;380.83
23/02/2018 10;328.46;380.70
23/02/2018 11;328.46;380.70
23/02/2018 12;328.46;380.70
23/02/2018 13;328.46;380.70
23/02/2018 14;328.46;380.70
23/02/2018 15;328.46;380.70
23/02/2018 16;328.48;380.70
23/02/2018 17;328.48;380.70
23/02/2018 18;328.48;380.70
23/02/2018 19;328.48;380.70
23/02/2018 20;328.48;380.70
23/02/2018 21;328.48;380.70
23/02/2018 22;328.48;380.70
23/02/2018 23;328.48;380.70
23/02/2018 24;328.48;380.70
24/02/2018 01;328.48;380.70
24/02/2018 02;328.48;380.70
24/02/2018 03;328.48;380.70
24/02/2018 04;328.48;380.70
24/02/2018 05;328.50;380.70
24/02/2018 06;328.50;380.70
24/02/2018 07;328.50;380.70
24/02/2018 08;328.50;380.70
24/02/2018 09;328.50;380.58
24/02/2018 10;328.50;380.58
24/02/2018 11;328.50;380.58
24/02/2018 12;328.50;380.58
24/02/2018 13;328.50;380.58
24/02/2018 14;328.50;380.58
24/02/2018 15;328.50;380.58
24/02/2018 16;328.50;380.58
24/02/2018 17;328.52;380.58
24/02/2018 18;328.52;380.58
24/02/2018 19;328.52;380.58
24/02/2018 20;328.52;380.58
24/02/2018 21;328.52;380.58
24/02/2018 22;328.52;380.58
24/02/2018 23;328.52;380.58
24/02/2018 24;328.52;380.58
25/02/2018 01;328.54;380.58
25/02/2018 02;328.54;380.58
25/02/2018 03;328.54;380.58
25/02/2018 04;328.54;380.58
25/02/2018 05;328.54;380.58
25/02/2018 06;328.54;380.58
25/02/2018 07;328.54;380.58
25/02/2018 08;328.54;380.58
25/02/2018 09;328.54;380.58
25/02/2018 10;328.56;380.58
25/02/2018 11;328.56;380.58
25/02/2018 12;328.56;380.58
25/02/2018 13;328.56;380.58
25/02/2018 14;328.56;380.58
25/02/2018 15;328.56;380.58
25/02/2018 16;328.56;380.58
25/02/2018 17;328.57;380.58
25/02/2018 18;328.57;380.58
25/02/2018 19;328.57;380.58
25/02/2018 20;328.57;380.58
25/02/2018 21;328.57;380.58
25/02/2018 22;328.57;380.58
25/02/2018 23;328.57;380.61
25/02/2018 24;328.57;380.61
26/02/2018 01;328.57;380.61
26/02/2018 02;328.57;380.61
26/02/2018 03;328.57;380.61
26/02/2018 04;328.57;380.61
26/02/2018 05;328.59;380.61
26/02/2018 06;328.59;380.61
26/02/2018 07;328.59;380.61
26/02/2018 08;328.59;380.61
26/02/2018 09;328.59;380.61
26/02/2018 10;328.59;380.61
26/02/2018 11;328.59;380.61
26/02/2018 12;328.59;380.61
26/02/2018 13;328.60;380.61
26/02/2018 14;328.60;380.56
26/02/2018 15;328.61;380.56
26/02/2018 16;328.61;380.56
26/02/2018 17;328.61;380.56
26/02/2018 18;328.61;380.56
26/02/2018 19;328.61;380.56
26/02/2018 20;328.61;380.56
26/02/2018 21;328.61;380.56
26/02/2018 22;328.61;380.56
26/02/2018 23;328.61;380.56
26/02/2018 24;328.61;380.56
27/02/2018 01;328.61;380.56
27/02/2018 02;328.61;380.56
27/02/2018 03;328.61;380.56
27/02/2018 04;328.61;380.56
27/02/2018 05;328.61;380.56
27/02/2018 06;328.63;380.56
27/02/2018 07;328.63;380.56
27/02/2018 08;328.63;380.56
27/02/2018 09;328.63;380.56
27/02/2018 10;328.63;380.56
27/02/2018 11;328.63;380.56
27/02/2018 12;328.63;380.56
27/02/2018 13;328.63;380.56
27/02/2018 14;328.63;380.40
27/02/2018 15;328.63;380.40
27/02/2018 16;328.63;380.40
27/02/2018 17;328.63;380.40
27/02/2018 18;328.65;380.40
27/02/2018 19;328.65;380.40
27/02/2018 20;328.65;380.40
27/02/2018 21;328.65;380.40
27/02/2018 22;328.65;380.40
27/02/2018 23;328.65;380.40
27/02/2018 24;328.65;380.40
28/02/2018 01;328.65;380.40
28/02/2018 02;328.66;380.40
28/02/2018 03;328.66;380.40
28/02/2018 04;328.66;380.40
28/02/2018 05;328.66;380.40
28/02/2018 06;328.66;380.40
28/02/2018 07;328.66;380.40
28/02/2018 08;328.66;380.40
28/02/2018 09;328.66;380.21
28/02/2018 10;328.66;380.21
28/02/2018 11;328.66;380.21
28/02/2018 12;328.66;380.21
28/02/2018 13;328.66;380.21
28/02/2018 14;328.66;380.21
28/02/2018 15;328.66;380.21
28/02/2018 16;328.68;380.21
28/02/2018 17;328.68;380.21
28/02/2018 18;328.68;380.21
28/02/2018 19;328.68;380.21
28/02/2018 20;328.68;380.21
28/02/2018 21;328.68;380.21
28/02/2018 22;328.68;380.21
28/02/2018 23;328.68;380.21
28/02/2018 24;328.68;380.21
01/03/2018 01;328.68;380.21
01/03/2018 02;328.68;380.21
01/03/2018 03;328.68;380.21
01/03/2018 04;328.68;380.21
01/03/2018 05;328.68;380.21
01/03/2018 06;328.70;380.21
01/03/2018 07;328.70;380.21
01/03/2018 08;328.70;380.21
01/03/2018 09;328.70;380.21
01/03/2018 10;328.70;380.21
01/03/2018 11;328.70;380.21
01/03/2018 12;328.70;380.21
01/03/2018 13;328.70;380.21
01/03/2018 14;328.70;380.21
01/03/2018 15;328.70;380.03
01/03/2018 16;328.70;380.03
01/03/2018 17;328.70;380.03
01/03/2018 18;328.70;380.03
01/03/2018 19;328.70;380.03
01/03/2018 20;328.70;380.03
01/03/2018 21;328.72;380.03
01/03/2018 22;328.72;380.03
01/03/2018 23;328.72;380.03
01/03/2018 24;328.72;380.03
02/03/2018 01;328.72;380.03
02/03/2018 02;328.72;380.03
02/03/2018 03;328.72;380.03
02/03/2018 04;328.72;380.03
02/03/2018 05;328.72;380.03
02/03/2018 06;328.72;380.03
02/03/2018 07;328.74;380.03
02/03/2018 08;328.74;380.03
02/03/2018 09;328.74;380.03
02/03/2018 10;328.74;379.84
02/03/2018 11;328.74;379.84
02/03/2018 12;328.74;379.84
02/03/2018 13;328.75;379.84
02/03/2018 14;328.75;379.84
02/03/2018 15;328.75;379.84
02/03/2018 16;328.75;379.84
02/03/2018 17;328.76;379.84
02/03/2018 18;328.76;379.84
02/03/2018 19;328.76;379.84
02/03/2018 20;328.76;379.84
02/03/2018 21;328.76;379.84
02/03/2018 22;328.76;379.84
02/03/2018 23;328.76;379.84
02/03/2018 24;328.76;379.84
03/03/2018 01;328.77;379.84
03/03/2018 02;328.77;379.84
03/03/2018 03;328.77;379.84
03/03/2018 04;328.77;379.84
03/03/2018 05;328.77;379.84
03/03/2018 06;328.77;379.84
03/03/2018 07;328.77;379.84
03/03/2018 08;328.77;379.84
03/03/2018 09;328.77;379.84
03/03/2018 10;328.77;379.84
03/03/2018 11;328.77;379.84
03/03/2018 12;328.77;379.84
03/03/2018 13;328.77;379.84
03/03/2018 14;328.77;379.84
03/03/2018 15;328.77;379.64
03/03/2018 16;328.79;379.64
03/03/2018 17;328.79;379.64
03/03/2018 18;328.79;379.64
03/03/2018 19;328.79;379.64
03/03/2018 20;328.79;379.64
03/03/2018 21;328.79;379.64
03/03/2018 22;328.79;379.64
03/03/2018 23;328.79;379.64
03/03/2018 24;328.79;379.64
04/03/2018 01;328.79;379.64
04/03/2018 02;328.79;379.64
04/03/2018 03;328.79;379.64
04/03/2018 04;328.79;379.64
04/03/2018 05;328.79;379.64
04/03/2018 06;328.81;379.64
04/03/2018 07;328.81;379.64
04/03/2018 08;328.81;379.64
04/03/2018 09;328.81;379.64
04/03/2018 10;328.81;379.64
04/03/2018 11;328.81;379.64
04/03/2018 12;328.81;379.45
04/03/2018 13;328.81;379.45
04/03/2018 14;328.81;379.45
04/03/2018 15;328.71;379.45
04/03/2018 16;328.72;379.45
04/03/2018 17;328.72;379.45
04/03/2018 18;328.72;379.45
04/03/2018 19;328.72;379.45
04/03/2018 20;328.72;379.45
04/03/2018 21;328.72;379.45
04/03/2018 22;328.72;379.45
04/03/2018 23;328.62;379.45
04/03/2018 24;328.52;379.45
05/03/2018 01;328.42;379.45
05/03/2018 02;328.31;379.45
05/03/2018 03;328.21;379.45
05/03/2018 04;328.13;379.45
05/03/2018 05;328.13;379.45
05/03/2018 06;328.14;379.45
05/03/2018 07;328.14;379.45
05/03/2018 08;328.14;379.45
05/03/2018 09;328.14;379.31
05/03/2018 10;328.15;379.31
05/03/2018 11;328.15;379.31
05/03/2018 12;328.15;379.31
05/03/2018 13;328.15;379.31
05/03/2018 14;328.15;379.31
05/03/2018 15;328.15;379.31
05/03/2018 16;328.16;379.31
05/03/2018 17;328.16;379.31
05/03/2018 18;328.16;379.31
05/03/2018 19;328.16;379.31
05/03/2018 20;328.16;379.31
05/03/2018 21;328.16;379.31
05/03/2018 22;328.16;379.31
05/03/2018 23;328.16;379.31
